app,module,doctype,kind,frappe_table,proposed_table,columns,links,child_tables,indexes,submittable,tree,single,autoname
erpnext,Stock,Stock Ledger Entry,transaction,tabStock Ledger Entry,stock_ledger_entry,31,7,0,5,1,0,0,MAT-SLE-.YYYY.-.#####
erpnext,Stock,Stock Reconciliation,transaction,tabStock Reconciliation,stock_reconciliation,13,5,1,0,1,0,0,naming_series:
erpnext,Stock,Stock Reconciliation Item,child,tabStock Reconciliation Item,stock_reconciliation_item,23,7,0,2,0,0,0,
erpnext,Stock,Stock Reposting Settings,single,tabStock Reposting Settings,stock_reposting_settings,11,1,0,0,0,0,1,
erpnext,Stock,Stock Reservation Entry,transaction,tabStock Reservation Entry,stock_reservation_entry,22,6,1,7,1,0,0,MAT-SRE-.YYYY.-.#####
erpnext,Stock,Stock Settings,single,tabStock Settings,stock_settings,47,5,0,0,0,0,1,
erpnext,Stock,UOM Category,master,tabUOM Category,uom_category,1,0,0,0,0,0,0,field:category_name
erpnext,Stock,UOM Conversion Detail,child,tabUOM Conversion Detail,uom_conversion_detail,2,1,0,0,0,0,0,hash
erpnext,Stock,Variant Field,child,tabVariant Field,variant_field,1,0,0,0,0,0,0,
erpnext,Stock,Warehouse,tree-master,tabWarehouse,warehouse,21,7,0,2,0,1,0,
erpnext,Stock,Warehouse Type,master,tabWarehouse Type,warehouse_type,1,0,0,0,0,0,0,Prompt
erpnext,Subcontracting,Subcontracting BOM,master,tabSubcontracting BOM,subcontracting_bom,9,5,0,3,0,0,0,format:SB-{####}
erpnext,Subcontracting,Subcontracting Inward Order,transaction,tabSubcontracting Inward Order,subcontracting_inward_order,18,7,4,3,1,0,0,naming_series:
erpnext,Subcontracting,Subcontracting Inward Order Item,child,tabSubcontracting Inward Order Item,subcontracting_inward_order_item,14,4,0,2,0,0,0,hash
erpnext,Subcontracting,Subcontracting Inward Order Received Item,child,tabSubcontracting Inward Order Received Item,subcontracting_inward_order_received_item,15,4,0,0,0,0,0,
erpnext,Subcontracting,Subcontracting Inward Order Secondary Item,child,tabSubcontracting Inward Order Secondary Item,subcontracting_inward_order_secondary_item,8,4,0,0,0,0,0,
erpnext,Subcontracting,Subcontracting Inward Order Service Item,child,tabSubcontracting Inward Order Service Item,subcontracting_inward_order_service_item,9,3,0,2,0,0,0,hash
erpnext,Subcontracting,Subcontracting Order,transaction,tabSubcontracting Order,subcontracting_order,35,16,4,3,1,0,0,naming_series:
erpnext,Subcontracting,Subcontracting Order Item,child,tabSubcontracting Order Item,subcontracting_order_item,31,10,0,5,0,0,0,hash
erpnext,Subcontracting,Subcontracting Order Service Item,child,tabSubcontracting Order Service Item,subcontracting_order_service_item,10,3,0,2,0,0,0,hash
erpnext,Subcontracting,Subcontracting Order Supplied Item,child,tabSubcontracting Order Supplied Item,subcontracting_order_supplied_item,15,4,0,0,0,0,0,
erpnext,Subcontracting,Subcontracting Receipt,transaction,tabSubcontracting Receipt,subcontracting_receipt,47,17,3,3,1,0,0,naming_series:
erpnext,Subcontracting,Subcontracting Receipt Item,child,tabSubcontracting Receipt Item,subcontracting_receipt_item,48,18,0,6,0,0,0,hash
erpnext,Subcontracting,Subcontracting Receipt Supplied Item,child,tabSubcontracting Receipt Supplied Item,subcontracting_receipt_supplied_item,21,8,0,0,0,0,0,
erpnext,Support,Issue,master,tabIssue,issue,34,10,0,2,0,0,0,naming_series:
erpnext,Support,Issue Priority,master,tabIssue Priority,issue_priority,1,0,0,0,0,0,0,Prompt
erpnext,Support,Issue Type,master,tabIssue Type,issue_type,1,0,0,0,0,0,0,Prompt
erpnext,Support,Pause SLA On Status,child,tabPause SLA On Status,pause_sla_on_status,1,0,0,0,0,0,0,
erpnext,Support,SLA Fulfilled On Status,child,tabSLA Fulfilled On Status,sla_fulfilled_on_status,1,0,0,0,0,0,0,
erpnext,Support,Service Day,child,tabService Day,service_day,3,0,0,0,0,0,0,
erpnext,Support,Service Level Agreement,master,tabService Level Agreement,service_level_agreement,12,3,4,0,0,0,0,format:SLA-{document_type}-{service_level}
erpnext,Support,Service Level Priority,child,tabService Level Priority,service_level_priority,4,1,0,0,0,0,0,
erpnext,Support,Support Search Source,child,tabSupport Search Source,support_search_source,14,1,0,0,0,0,0,
erpnext,Support,Support Settings,single,tabSupport Settings,support_settings,14,0,1,0,0,0,1,
erpnext,Support,Warranty Claim,master,tabWarranty Claim,warranty_claim,29,10,0,10,0,0,0,naming_series:
erpnext,Telephony,Call Log,master,tabCall Log,call_log,15,4,1,0,0,0,0,field:id
erpnext,Telephony,Incoming Call Handling Schedule,child,tabIncoming Call Handling Schedule,incoming_call_handling_schedule,4,1,0,0,0,0,0,
erpnext,Telephony,Incoming Call Settings,master,tabIncoming Call Settings,incoming_call_settings,4,0,1,0,0,0,0,Prompt
erpnext,Telephony,Telephony Call Type,transaction,tabTelephony Call Type,telephony_call_type,2,1,0,0,1,0,0,field:call_type
erpnext,Telephony,Voice Call Settings,master,tabVoice Call Settings,voice_call_settings,5,1,0,0,0,0,0,field:user
erpnext,Utilities,Portal User,child,tabPortal User,portal_user,1,1,0,1,0,0,0,
erpnext,Utilities,Rename Tool,single,tabRename Tool,rename_tool,2,1,0,0,0,0,1,
erpnext,Utilities,Video,master,tabVideo,video,12,0,0,0,0,0,0,field:title
erpnext,Utilities,Video Settings,single,tabVideo Settings,video_settings,3,0,0,0,0,0,1,
frappe,Automation,Assignment Rule,master,tabAssignment Rule,assignment_rule,12,2,3,0,0,0,0,Prompt
frappe,Automation,Assignment Rule Day,child,tabAssignment Rule Day,assignment_rule_day,1,0,0,0,0,0,0,
frappe,Automation,Assignment Rule User,child,tabAssignment Rule User,assignment_rule_user,2,1,0,0,0,0,0,
frappe,Automation,Auto Repeat,master,tabAuto Repeat,auto_repeat,18,3,2,1,0,0,0,format:AUT-AR-{#####}
frappe,Automation,Auto Repeat Day,child,tabAuto Repeat Day,auto_repeat_day,1,0,0,0,0,0,0,
frappe,Automation,Auto Repeat User,child,tabAuto Repeat User,auto_repeat_user,1,1,0,0,0,0,0,
frappe,Automation,Milestone,master,tabMilestone,milestone,5,2,0,1,0,0,0,
frappe,Automation,Milestone Tracker,master,tabMilestone Tracker,milestone_tracker,3,1,0,0,0,0,0,format:{document_type}-{track_field}
frappe,Automation,Reminder,master,tabReminder,reminder,6,2,0,2,0,0,0,hash
frappe,Contacts,Address,master,tabAddress,address,15,1,1,3,0,0,0,
frappe,Contacts,Address Template,master,tabAddress Template,address_template,3,1,0,0,0,0,0,field:country
frappe,Contacts,Contact,master,tabContact,contact,22,5,3,1,0,0,0,
frappe,Contacts,Contact Email,child,tabContact Email,contact_email,2,0,0,0,0,0,0,
frappe,Contacts,Contact Phone,child,tabContact Phone,contact_phone,3,0,0,0,0,0,0,
frappe,Contacts,Gender,master,tabGender,gender,1,0,0,0,0,0,0,field:gender
frappe,Contacts,Salutation,master,tabSalutation,salutation,1,0,0,0,0,0,0,field:salutation
frappe,Core,API Request Log,master,tabAPI Request Log,api_request_log,3,1,0,0,0,0,0,
frappe,Core,Access Log,master,tabAccess Log,access_log,10,1,0,0,0,0,0,hash
frappe,Core,Activity Log,master,tabActivity Log,activity_log,15,4,0,0,0,0,0,
frappe,Core,Amended Document Naming Settings,child,tabAmended Document Naming Settings,amended_document_naming_settings,2,1,0,0,0,0,0,
frappe,Core,Audit Trail,single,tabAudit Trail,audit_trail,4,1,0,0,0,0,1,
frappe,Core,Background Task,master,tabBackground Task,background_task,21,2,0,0,0,0,0,field:task_id
frappe,Core,Block Module,child,tabBlock Module,block_module,1,0,0,0,0,0,0,
frappe,Core,Comment,master,tabComment,comment,11,1,0,0,0,0,0,
frappe,Core,Communication,master,tabCommunication,communication,34,5,1,1,0,0,0,
frappe,Core,Communication Link,child,tabCommunication Link,communication_link,4,1,0,0,0,0,0,
frappe,Core,Custom DocPerm,master,tabCustom DocPerm,custom_docperm,19,1,0,1,0,0,0,hash
frappe,Core,Custom Role,master,tabCustom Role,custom_role,3,2,1,0,0,0,0,hash
frappe,Core,Data Export,single,tabData Export,data_export,3,1,0,0,0,0,1,
frappe,Core,Data Import,master,tabData Import,data_import,14,1,2,0,0,0,0,format:{reference_doctype} Import on {creation}
frappe,Core,Data Import Log,master,tabData Import Log,data_import_log,8,1,0,0,0,0,0,
frappe,Core,Data Import Skipped Row,child,tabData Import Skipped Row,data_import_skipped_row,2,0,0,0,0,0,0,
frappe,Core,Data Import Value Mapping,child,tabData Import Value Mapping,data_import_value_mapping,11,1,0,0,0,0,0,
frappe,Core,DefaultValue,child,tabDefaultValue,defaultvalue,2,0,0,0,0,0,0,hash
frappe,Core,Deleted Document,master,tabDeleted Document,deleted_document,5,0,0,0,0,0,0,
frappe,Core,DocField,child,tabDocField,docfield,66,0,0,3,0,0,0,hash
frappe,Core,DocPerm,child,tabDocPerm,docperm,18,1,0,0,0,0,0,hash
frappe,Core,DocShare,master,tabDocShare,docshare,9,2,0,4,0,0,0,hash
frappe,Core,DocType,master,tabDocType,doctype,66,3,5,1,0,0,0,Prompt
frappe,Core,DocType Action,child,tabDocType Action,doctype_action,6,0,0,0,0,0,0,
frappe,Core,DocType Layout,master,tabDocType Layout,doctype_layout,9,5,2,0,0,0,0,field:title
frappe,Core,DocType Layout Child Table,child,tabDocType Layout Child Table,doctype_layout_child_table,2,1,0,0,0,0,0,
frappe,Core,DocType Layout Field,child,tabDocType Layout Field,doctype_layout_field,14,0,0,0,0,0,0,
frappe,Core,DocType Link,child,tabDocType Link,doctype_link,8,2,0,0,0,0,0,
frappe,Core,DocType Settings Map,master,tabDocType Settings Map,doctype_settings_map,4,2,1,0,0,0,0,
frappe,Core,DocType Settings Map Item,child,tabDocType Settings Map Item,doctype_settings_map_item,2,1,0,0,0,0,0,
frappe,Core,DocType State,child,tabDocType State,doctype_state,3,0,0,0,0,0,0,
frappe,Core,Doctype To Sync,child,tabDoctype To Sync,doctype_to_sync,1,1,0,0,0,0,0,
frappe,Core,Document Naming Rule,master,tabDocument Naming Rule,document_naming_rule,6,1,1,0,0,0,0,
frappe,Core,Document Naming Rule Condition,child,tabDocument Naming Rule Condition,document_naming_rule_condition,3,0,0,0,0,0,0,
frappe,Core,Document Naming Settings,single,tabDocument Naming Settings,document_naming_settings,8,0,1,0,0,0,1,
frappe,Core,Document Share Key,master,tabDocument Share Key,document_share_key,4,1,0,2,0,0,0,hash
frappe,Core,Domain,master,tabDomain,domain,1,0,0,0,0,0,0,field:domain
frappe,Core,Domain Settings,single,tabDomain Settings,domain_settings,0,0,1,0,0,0,1,
frappe,Core,DuckDB Sync,transaction,tabDuckDB Sync,duckdb_sync,3,2,1,1,1,0,0,
frappe,Core,DuckDB Sync Item,child,tabDuckDB Sync Item,duckdb_sync_item,2,0,0,0,0,0,0,
frappe,Core,Dynamic Link,child,tabDynamic Link,dynamic_link,3,1,0,0,0,0,0,
frappe,Core,Error Log,master,tabError Log,error_log,8,1,0,2,0,0,0,
frappe,Core,File,master,tabFile,file,17,2,0,1,0,0,0,
frappe,Core,Has Domain,child,tabHas Domain,has_domain,1,1,0,0,0,0,0,
frappe,Core,Has Role,child,tabHas Role,has_role,1,1,0,0,0,0,0,hash
frappe,Core,Installed Application,child,tabInstalled Application,installed_application,5,0,0,0,0,0,0,
frappe,Core,Installed Applications,single,tabInstalled Applications,installed_applications,0,0,1,0,0,0,1,
frappe,Core,Language,master,tabLanguage,language,9,1,0,0,0,0,0,field:language_code
frappe,Core,Log Setting User,child,tabLog Setting User,log_setting_user,1,1,0,0,0,0,0,field:user
frappe,Core,Log Settings,single,tabLog Settings,log_settings,0,0,1,0,0,0,1,
frappe,Core,Logs To Clear,child,tabLogs To Clear,logs_to_clear,2,1,0,0,0,0,0,hash
frappe,Core,Module Def,master,tabModule Def,module_def,5,2,0,0,0,0,0,field:module_name
frappe,Core,Module Profile,master,tabModule Profile,module_profile,1,0,1,0,0,0,0,field:module_profile_name
frappe,Core,Navbar Item,child,tabNavbar Item,navbar_item,8,0,0,0,0,0,0,
frappe,Core,Navbar Settings,single,tabNavbar Settings,navbar_settings,4,0,2,0,0,0,1,
frappe,Core,Package,master,tabPackage,package,4,0,0,0,0,0,0,Prompt
frappe,Core,Package Import,master,tabPackage Import,package_import,4,0,0,0,0,0,0,format:Package Import at {creation}
frappe,Core,Package Release,master,tabPackage Release,package_release,7,1,0,0,0,0,0,
frappe,Core,Page,master,tabPage,page,7,2,1,1,0,0,0,field:page_name
frappe,Core,Patch Log,master,tabPatch Log,patch_log,3,0,0,0,0,0,0,hash
frappe,Core,Permission Inspector,single,tabPermission Inspector,permission_inspector,5,2,0,0,0,0,1,
frappe,Core,Permission Log,master,tabPermission Log,permission_log,7,3,0,0,0,0,0,hash
frappe,Core,Permission Type,master,tabPermission Type,permission_type,2,1,0,0,0,0,0,
frappe,Core,Prepared Report,master,tabPrepared Report,prepared_report,7,0,0,2,0,0,0,hash
frappe,Core,RQ Job,master,tabRQ Job,rq_job,10,0,0,0,0,0,0,field:job_id
frappe,Core,RQ Worker,master,tabRQ Worker,rq_worker,12,1,0,0,0,0,0,
frappe,Core,Recorder,master,tabRecorder,recorder,11,0,2,0,0,0,0,
frappe,Core,Recorder Query,child,tabRecorder Query,recorder_query,8,0,0,0,0,0,0,
frappe,Core,Recorder Suggested Index,child,tabRecorder Suggested Index,recorder_suggested_index,2,0,0,0,0,0,0,
frappe,Core,Report,master,tabReport,report,21,4,4,0,0,0,0,field:report_name
frappe,Core,Report Column,child,tabReport Column,report_column,5,0,0,0,0,0,0,
frappe,Core,Report Filter,child,tabReport Filter,report_filter,7,0,0,0,0,0,0,
frappe,Core,Role,master,tabRole,role,7,1,0,0,0,0,0,field:role_name
frappe,Core,Role Permission for Page and Report,single,tabRole Permission for Page and Report,role_permission_for_page_and_report,4,2,1,0,0,0,1,
frappe,Core,Role Profile,master,tabRole Profile,role_profile,1,0,1,0,0,0,0,role_profile
frappe,Core,SMS Log,master,tabSMS Log,sms_log,7,0,0,0,0,0,0,SYS-SMS-.#####
frappe,Core,SMS Parameter,child,tabSMS Parameter,sms_parameter,3,0,0,0,0,0,0,
frappe,Core,SMS Settings,single,tabSMS Settings,sms_settings,4,0,1,0,0,0,1,
frappe,Core,Scheduled Job Log,master,tabScheduled Job Log,scheduled_job_log,4,1,0,0,0,0,0,
frappe,Core,Scheduled Job Type,master,tabScheduled Job Type,scheduled_job_type,8,2,0,1,0,0,0,
frappe,Core,Scheduler Event,master,tabScheduler Event,scheduler_event,2,1,0,0,0,0,0,
frappe,Core,Security Settings,single,tabSecurity Settings,security_settings,2,0,2,0,0,0,1,
frappe,Core,Security Settings Contact,child,tabSecurity Settings Contact,security_settings_contact,2,0,0,0,0,0,0,
frappe,Core,Security Settings Language,child,tabSecurity Settings Language,security_settings_language,1,1,0,0,0,0,0,
frappe,Core,Server Script,master,tabServer Script,server_script,13,2,0,2,0,0,0,Prompt
frappe,Core,Session Default,child,tabSession Default,session_default,1,1,0,0,0,0,0,
frappe,Core,Session Default Settings,single,tabSession Default Settings,session_default_settings,0,0,1,0,0,0,1,
frappe,Core,Submission Queue,master,tabSubmission Queue,submission_queue,6,2,0,1,0,0,0,hash
frappe,Core,Success Action,master,tabSuccess Action,success_action,5,1,0,0,0,0,0,field:ref_doctype
frappe,Core,System Settings,single,tabSystem Settings,system_settings,79,5,0,0,0,0,1,
frappe,Core,Translation,master,tabTranslation,translation,7,1,0,1,0,0,0,hash
frappe,Core,User,master,tabUser,user,67,6,8,1,0,0,0,
frappe,Core,User Document Type,child,tabUser Document Type,user_document_type,12,1,0,0,0,0,0,
frappe,Core,User Email,child,tabUser Email,user_email,5,1,0,0,0,0,0,
frappe,Core,User Group,master,tabUser Group,user_group,0,0,1,0,0,0,0,Prompt
frappe,Core,User Group Member,child,tabUser Group Member,user_group_member,1,1,0,0,0,0,0,
frappe,Core,User Invitation,master,tabUser Invitation,user_invitation,9,2,1,0,0,0,0,
frappe,Core,User Permission,master,tabUser Permission,user_permission,7,3,0,1,0,0,0,
frappe,Core,User Role,child,tabUser Role,user_role,1,1,0,0,0,0,0,
frappe,Core,User Role Profile,child,tabUser Role Profile,user_role_profile,1,1,0,0,0,0,0,
frappe,Core,User Select Document Type,child,tabUser Select Document Type,user_select_document_type,1,1,0,0,0,0,0,
frappe,Core,User Session Display,child,tabUser Session Display,user_session_display,6,0,0,0,0,0,0,
frappe,Core,User Social Login,child,tabUser Social Login,user_social_login,3,0,0,0,0,0,0,
frappe,Core,User Type,master,tabUser Type,user_type,4,2,4,0,0,0,0,Prompt
frappe,Core,User Type Module,child,tabUser Type Module,user_type_module,1,1,0,0,0,0,0,
frappe,Core,User Workspaces,child,tabUser Workspaces,user_workspaces,1,1,0,0,0,0,0,
frappe,Core,Version,master,tabVersion,version,3,1,0,0,0,0,0,hash
frappe,Core,View Log,master,tabView Log,view_log,3,1,0,1,0,0,0,
frappe,Custom,Client Script,master,tabClient Script,client_script,5,2,0,0,0,0,0,Prompt
frappe,Custom,Custom Field,master,tabCustom Field,custom_field,58,2,0,1,0,0,0,
frappe,Custom,Customize Form,single,tabCustomize Form,customize_form,40,3,4,0,0,0,1,DL.####
frappe,Custom,Customize Form Field,child,tabCustomize Form Field,customize_form_field,58,0,0,3,0,0,0,hash
frappe,Custom,Property Setter,master,tabProperty Setter,property_setter,10,2,0,3,0,0,0,
frappe,Desk,Bulk Update,single,tabBulk Update,bulk_update,5,1,0,0,0,0,1,
frappe,Desk,Calendar View,master,tabCalendar View,calendar_view,5,1,0,0,0,0,0,Prompt
frappe,Desk,Console Log,master,tabConsole Log,console_log,3,0,0,0,0,0,0,format:Log on {timestamp}
frappe,Desk,Custom HTML Block,master,tabCustom HTML Block,custom_html_block,4,0,1,0,0,0,0,prompt
frappe,Desk,Dashboard,master,tabDashboard,dashboard,5,1,2,0,0,0,0,field:dashboard_name
frappe,Desk,Dashboard Chart,master,tabDashboard Chart,dashboard_chart,31,6,2,0,0,0,0,field:chart_name
frappe,Desk,Dashboard Chart Field,child,tabDashboard Chart Field,dashboard_chart_field,2,0,0,0,0,0,0,
frappe,Desk,Dashboard Chart Link,child,tabDashboard Chart Link,dashboard_chart_link,2,1,0,0,0,0,0,
frappe,Desk,Dashboard Chart Source,master,tabDashboard Chart Source,dashboard_chart_source,3,1,0,0,0,0,0,field:source_name
frappe,Desk,Dashboard Settings,master,tabDashboard Settings,dashboard_settings,2,1,0,0,0,0,0,Prompt
frappe,Desk,Desktop Icon,master,tabDesktop Icon,desktop_icon,16,2,1,0,0,0,0,field:label
frappe,Desk,Desktop Layout,master,tabDesktop Layout,desktop_layout,2,1,0,0,0,0,0,field:user
frappe,Desk,Desktop Settings,single,tabDesktop Settings,desktop_settings,2,0,0,0,0,0,1,
frappe,Desk,Document Template,master,tabDocument Template,document_template,5,1,0,1,0,0,0,hash
frappe,Desk,Event,master,tabEvent,event,32,2,3,1,0,0,0,EV.#####
frappe,Desk,Event Notifications,child,tabEvent Notifications,event_notifications,4,0,0,0,0,0,0,
frappe,Desk,Event Participants,child,tabEvent Participants,event_participants,4,1,0,0,0,0,0,
frappe,Desk,Form Tour,master,tabForm Tour,form_tour,17,6,1,0,0,0,0,field:title
frappe,Desk,Form Tour Step,child,tabForm Tour Step,form_tour_step,22,1,0,0,0,0,0,
frappe,Desk,Global Search DocType,child,tabGlobal Search DocType,global_search_doctype,1,1,0,0,0,0,0,
frappe,Desk,Global Search Settings,single,tabGlobal Search Settings,global_search_settings,0,0,1,0,0,0,1,
frappe,Desk,Kanban Board,master,tabKanban Board,kanban_board,7,1,1,0,0,0,0,field:kanban_board_name
frappe,Desk,Kanban Board Column,child,tabKanban Board Column,kanban_board_column,4,0,0,0,0,0,0,
frappe,Desk,List Filter,master,tabList Filter,list_filter,8,2,0,0,0,0,0,
frappe,Desk,List View Settings,master,tabList View Settings,list_view_settings,9,0,0,0,0,0,0,Prompt
frappe,Desk,Module Onboarding,master,tabModule Onboarding,module_onboarding,3,1,2,0,0,0,0,Prompt
frappe,Desk,Note,master,tabNote,note,6,0,1,1,0,0,0,hash
frappe,Desk,Note Seen By,child,tabNote Seen By,note_seen_by,1,1,0,0,0,0,0,
frappe,Desk,Notification Log,master,tabNotification Log,notification_log,14,4,0,3,0,0,0,
frappe,Desk,Notification Settings,master,tabNotification Settings,notification_settings,9,1,2,0,0,0,0,Prompt
frappe,Desk,Notification Subscribed Document,child,tabNotification Subscribed Document,notification_subscribed_document,1,1,0,0,0,0,0,
frappe,Desk,Notification Type,master,tabNotification Type,notification_type,2,0,0,0,0,0,0,field:type_name
frappe,Desk,Notification Type Preference,child,tabNotification Type Preference,notification_type_preference,1,1,0,0,0,0,0,
frappe,Desk,Number Card,master,tabNumber Card,number_card,22,5,0,0,0,0,0,
frappe,Desk,Number Card Link,child,tabNumber Card Link,number_card_link,1,1,0,0,0,0,0,
frappe,Desk,Onboarding Permission,child,tabOnboarding Permission,onboarding_permission,1,1,0,0,0,0,0,
frappe,Desk,Onboarding Step,master,tabOnboarding Step,onboarding_step,24,3,0,0,0,0,0,prompt
frappe,Desk,Onboarding Step Map,child,tabOnboarding Step Map,onboarding_step_map,1,1,0,0,0,0,0,
frappe,Desk,Route History,master,tabRoute History,route_history,2,1,0,0,0,0,0,
frappe,Desk,System Console,single,tabSystem Console,system_console,5,0,0,0,0,0,1,
frappe,Desk,System Health Report,single,tabSystem Health Report,system_health_report,29,1,5,0,0,0,1,
frappe,Desk,System Health Report Errors,child,tabSystem Health Report Errors,system_health_report_errors,2,0,0,0,0,0,0,
frappe,Desk,System Health Report Failing Jobs,child,tabSystem Health Report Failing Jobs,system_health_report_failing_jobs,2,1,0,0,0,0,0,
frappe,Desk,System Health Report Queue,child,tabSystem Health Report Queue,system_health_report_queue,2,0,0,0,0,0,0,
frappe,Desk,System Health Report Tables,child,tabSystem Health Report Tables,system_health_report_tables,2,0,0,0,0,0,0,
frappe,Desk,System Health Report Workers,child,tabSystem Health Report Workers,system_health_report_workers,4,0,0,0,0,0,0,
frappe,Desk,Tag,master,tabTag,tag,1,0,0,0,0,0,0,Prompt
frappe,Desk,Tag Link,master,tabTag Link,tag_link,4,2,0,0,0,0,0,
frappe,Desk,ToDo,master,tabToDo,todo,13,5,0,0,0,0,0,hash
frappe,Desk,Workspace,master,tabWorkspace,workspace,20,4,8,2,0,0,0,field:label
frappe,Desk,Workspace Chart,child,tabWorkspace Chart,workspace_chart,2,1,0,0,0,0,0,
frappe,Desk,Workspace Custom Block,child,tabWorkspace Custom Block,workspace_custom_block,2,1,0,0,0,0,0,
frappe,Desk,Workspace Customization,master,tabWorkspace Customization,workspace_customization,8,1,2,0,0,0,0,field:workspace
frappe,Desk,Workspace Link,child,tabWorkspace Link,workspace_link,14,3,0,0,0,0,0,
frappe,Desk,Workspace Number Card,child,tabWorkspace Number Card,workspace_number_card,2,1,0,0,0,0,0,
frappe,Desk,Workspace Quick List,child,tabWorkspace Quick List,workspace_quick_list,3,1,0,0,0,0,0,
frappe,Desk,Workspace Shortcut,child,tabWorkspace Shortcut,workspace_shortcut,12,3,0,0,0,0,0,
frappe,Desk,Workspace Sidebar,master,tabWorkspace Sidebar,workspace_sidebar,7,2,1,0,0,0,0,field:title
frappe,Desk,Workspace Sidebar Item,child,tabWorkspace Sidebar Item,workspace_sidebar_item,16,0,0,0,0,0,0,hash
frappe,Email,Auto Email Report,master,tabAuto Email Report,auto_email_report,20,3,0,0,0,0,0,
frappe,Email,Document Follow,master,tabDocument Follow,document_follow,3,2,0,3,0,0,0,
frappe,Email,Email Account,master,tabEmail Account,email_account,60,4,2,1,0,0,0,field:email_account_name
frappe,Email,Email Domain,master,tabEmail Domain,email_domain,15,0,0,0,0,0,0,field:domain_name
frappe,Email,Email Flag Queue,master,tabEmail Flag Queue,email_flag_queue,5,0,0,0,0,0,0,
frappe,Email,Email Group,master,tabEmail Group,email_group,6,2,0,0,0,0,0,field:title
frappe,Email,Email Group Member,master,tabEmail Group Member,email_group_member,3,1,0,2,0,0,0,hash
frappe,Email,Email Queue,master,tabEmail Queue,email_queue,20,3,1,2,0,0,0,hash
frappe,Email,Email Queue Recipient,child,tabEmail Queue Recipient,email_queue_recipient,3,0,0,1,0,0,0,
frappe,Email,Email Rule,master,tabEmail Rule,email_rule,2,0,0,0,0,0,0,field:email_id
frappe,Email,Email Template,master,tabEmail Template,email_template,5,1,0,0,0,0,0,Prompt
frappe,Email,Email Unsubscribe,master,tabEmail Unsubscribe,email_unsubscribe,4,1,0,1,0,0,0,
frappe,Email,IMAP Folder,child,tabIMAP Folder,imap_folder,4,1,0,0,0,0,0,
frappe,Email,Notification,master,tabNotification,notification,33,6,1,2,0,0,0,Prompt
frappe,Email,Notification Recipient,child,tabNotification Recipient,notification_recipient,5,1,0,0,0,0,0,
frappe,Email,Reply To Address,child,tabReply To Address,reply_to_address,2,0,0,0,0,0,0,
frappe,Email,Unhandled Email,master,tabUnhandled Email,unhandled_email,5,1,0,0,0,0,0,
frappe,Geo,Country,master,tabCountry,country,5,0,0,0,0,0,0,field:country_name
frappe,Geo,Currency,master,tabCurrency,currency,8,0,0,0,0,0,0,field:currency_name
frappe,Integrations,Connected App,master,tabConnected App,connected_app,10,0,2,0,0,0,0,
frappe,Integrations,Geolocation Settings,single,tabGeolocation Settings,geolocation_settings,4,0,0,0,0,0,1,
frappe,Integrations,Google Calendar,master,tabGoogle Calendar,google_calendar,10,1,0,0,0,0,0,field:calendar_name
frappe,Integrations,Google Contacts,master,tabGoogle Contacts,google_contacts,8,0,0,0,0,0,0,format:GC-{email_id}
frappe,Integrations,Google Settings,single,tabGoogle Settings,google_settings,6,0,0,0,0,0,1,
frappe,Integrations,Integration Request,master,tabIntegration Request,integration_request,13,1,0,0,0,0,0,
frappe,Integrations,LDAP Group Mapping,child,tabLDAP Group Mapping,ldap_group_mapping,2,1,0,0,0,0,0,
frappe,Integrations,LDAP Settings,single,tabLDAP Settings,ldap_settings,27,2,1,0,0,0,1,
frappe,Integrations,OAuth Authorization Code,master,tabOAuth Authorization Code,oauth_authorization_code,10,2,0,0,0,0,0,field:authorization_code
frappe,Integrations,OAuth Bearer Token,master,tabOAuth Bearer Token,oauth_bearer_token,8,2,0,2,0,0,0,hash
frappe,Integrations,OAuth Client,master,tabOAuth Client,oauth_client,19,1,1,1,0,0,0,
frappe,Integrations,OAuth Client Role,child,tabOAuth Client Role,oauth_client_role,1,1,0,0,0,0,0,
frappe,Integrations,OAuth Provider Settings,single,tabOAuth Provider Settings,oauth_provider_settings,1,0,0,0,0,0,1,
frappe,Integrations,OAuth Scope,child,tabOAuth Scope,oauth_scope,1,0,0,0,0,0,0,
frappe,Integrations,OAuth Settings,single,tabOAuth Settings,oauth_settings,11,0,0,0,0,0,1,
frappe,Integrations,Push Notification Settings,single,tabPush Notification Settings,push_notification_settings,3,0,0,0,0,0,1,
frappe,Integrations,Query Parameters,child,tabQuery Parameters,query_parameters,2,0,0,0,0,0,0,
frappe,Integrations,Slack Webhook URL,master,tabSlack Webhook URL,slack_webhook_url,3,0,0,0,0,0,0,field:webhook_name
frappe,Integrations,Social Login Key,master,tabSocial Login Key,social_login_key,17,0,0,0,0,0,0,
frappe,Integrations,Token Cache,master,tabToken Cache,token_cache,9,2,1,0,0,0,0,format:{connected_app}-{user}
frappe,Integrations,Webhook,master,tabWebhook,webhook,14,1,2,0,0,0,0,prompt
frappe,Integrations,Webhook Data,child,tabWebhook Data,webhook_data,2,0,0,0,0,0,0,
frappe,Integrations,Webhook Header,child,tabWebhook Header,webhook_header,2,0,0,0,0,0,0,
frappe,Integrations,Webhook Request Log,master,tabWebhook Request Log,webhook_request_log,12,2,0,2,0,0,0,hash
