app,module,from_doctype,fieldname,relation,to_doctype,to_origin
frappe,Core,Communication,reference_doctype,link,DocType,frappe/Core
frappe,Core,Communication,email_account,link,Email Account,frappe/Email
frappe,Core,Communication,in_reply_to,link,Communication,frappe/Core
frappe,Core,Communication,user,link,User,frappe/Core
frappe,Core,Communication,email_template,link,Email Template,frappe/Email
frappe,Core,Communication,timeline_links,child_table,Communication Link,frappe/Core
frappe,Core,Communication,reference_name,dynamic_link,<reference_doctype>,polymorphic
frappe,Core,Communication Link,link_doctype,link,DocType,frappe/Core
frappe,Core,Communication Link,link_name,dynamic_link,<link_doctype>,polymorphic
frappe,Core,Custom DocPerm,role,link,Role,frappe/Core
frappe,Core,Custom Role,page,link,Page,frappe/Core
frappe,Core,Custom Role,report,link,Report,frappe/Core
frappe,Core,Custom Role,roles,child_table,Has Role,frappe/Core
frappe,Core,Data Export,reference_doctype,link,DocType,frappe/Core
frappe,Core,Data Import,reference_doctype,link,DocType,frappe/Core
frappe,Core,Data Import,value_mappings,child_table,Data Import Value Mapping,frappe/Core
frappe,Core,Data Import,skipped_rows,child_table,Data Import Skipped Row,frappe/Core
frappe,Core,Data Import Log,data_import,link,Data Import,frappe/Core
frappe,Core,Data Import Value Mapping,link_doctype,link,DocType,frappe/Core
frappe,Core,DocPerm,role,link,Role,frappe/Core
frappe,Core,DocShare,user,link,User,frappe/Core
frappe,Core,DocShare,share_doctype,link,DocType,frappe/Core
frappe,Core,DocShare,share_name,dynamic_link,<share_doctype>,polymorphic
frappe,Core,DocType,module,link,Module Def,frappe/Core
frappe,Core,DocType,restrict_to_domain,link,Domain,frappe/Core
frappe,Core,DocType,default_email_template,link,Email Template,frappe/Email
frappe,Core,DocType,fields,child_table,DocField,frappe/Core
frappe,Core,DocType,permissions,child_table,DocPerm,frappe/Core
frappe,Core,DocType,actions,child_table,DocType Action,frappe/Core
frappe,Core,DocType,links,child_table,DocType Link,frappe/Core
frappe,Core,DocType,states,child_table,DocType State,frappe/Core
frappe,Core,DocType Layout,document_type,link,DocType,frappe/Core
frappe,Core,DocType Layout,module,link,Module Def,frappe/Core
frappe,Core,DocType Layout,based_on,link,DocType Layout,frappe/Core
frappe,Core,DocType Layout,default_print_format,link,Print Format,frappe/Printing
frappe,Core,DocType Layout,default_email_template,link,Email Template,frappe/Email
frappe,Core,DocType Layout,fields,child_table,DocType Layout Field,frappe/Core
frappe,Core,DocType Layout,child_tables,child_table,DocType Layout Child Table,frappe/Core
frappe,Core,DocType Layout Child Table,child_layout,link,DocType Layout,frappe/Core
frappe,Core,DocType Link,link_doctype,link,DocType,frappe/Core
frappe,Core,DocType Link,parent_doctype,link,DocType,frappe/Core
frappe,Core,DocType Settings Map,applies_to_doctype,link,DocType,frappe/Core
frappe,Core,DocType Settings Map,module,link,Module Def,frappe/Core
frappe,Core,DocType Settings Map,mappings,child_table,DocType Settings Map Item,frappe/Core
frappe,Core,DocType Settings Map Item,settings_doctype,link,DocType,frappe/Core
frappe,Core,Doctype To Sync,doc_type,link,DocType,frappe/Core
frappe,Core,Document Naming Rule,document_type,link,DocType,frappe/Core
frappe,Core,Document Naming Rule,conditions,child_table,Document Naming Rule Condition,frappe/Core
frappe,Core,Document Naming Settings,amend_naming_override,child_table,Amended Document Naming Settings,frappe/Core
frappe,Core,Document Share Key,reference_doctype,link,DocType,frappe/Core
frappe,Core,Document Share Key,reference_docname,dynamic_link,<reference_doctype>,polymorphic
frappe,Core,Domain Settings,active_domains,child_table,Has Domain,frappe/Core
frappe,Core,DuckDB Sync,doc_type,link,DocType,frappe/Core
frappe,Core,DuckDB Sync,amended_from,link,DuckDB Sync,frappe/Core
frappe,Core,DuckDB Sync,db_tables,child_table,DuckDB Sync Item,frappe/Core
frappe,Core,Dynamic Link,link_doctype,link,DocType,frappe/Core
frappe,Core,Dynamic Link,link_name,dynamic_link,<link_doctype>,polymorphic
frappe,Core,Error Log,reference_doctype,link,DocType,frappe/Core
frappe,Core,File,folder,link,File,frappe/Core
frappe,Core,File,attached_to_doctype,link,DocType,frappe/Core
frappe,Core,Has Domain,domain,link,Domain,frappe/Core
frappe,Core,Has Role,role,link,Role,frappe/Core
frappe,Core,Installed Applications,installed_applications,child_table,Installed Application,frappe/Core
frappe,Core,Language,based_on,link,Language,frappe/Core
frappe,Core,Log Setting User,user,link,User,frappe/Core
frappe,Core,Log Settings,logs_to_clear,child_table,Logs To Clear,frappe/Core
frappe,Core,Logs To Clear,ref_doctype,link,DocType,frappe/Core
frappe,Core,Module Def,restrict_to_domain,link,Domain,frappe/Core
frappe,Core,Module Def,package,link,Package,frappe/Core
frappe,Core,Module Profile,block_modules,child_table,Block Module,frappe/Core
frappe,Core,Navbar Settings,settings_dropdown,child_table,Navbar Item,frappe/Core
frappe,Core,Navbar Settings,help_dropdown,child_table,Navbar Item,frappe/Core
frappe,Core,Package Release,package,link,Package,frappe/Core
frappe,Core,Page,module,link,Module Def,frappe/Core
frappe,Core,Page,restrict_to_domain,link,Domain,frappe/Core
frappe,Core,Page,roles,child_table,Has Role,frappe/Core
frappe,Core,Permission Inspector,ref_doctype,link,DocType,frappe/Core
frappe,Core,Permission Inspector,user,link,User,frappe/Core
frappe,Core,Permission Inspector,docname,dynamic_link,<ref_doctype>,polymorphic
frappe,Core,Permission Log,changed_by,link,User,frappe/Core
frappe,Core,Permission Log,for_doctype,link,DocType,frappe/Core
frappe,Core,Permission Log,reference_type,link,DocType,frappe/Core
frappe,Core,Permission Log,for_document,dynamic_link,<for_doctype>,polymorphic
frappe,Core,Permission Log,reference,dynamic_link,<reference_type>,polymorphic
frappe,Core,Permission Type,doc_type,link,DocType,frappe/Core
frappe,Core,RQ Worker,current_job_id,link,RQ Job,frappe/Core
frappe,Core,Recorder,sql_queries,child_table,Recorder Query,frappe/Core
frappe,Core,Recorder,suggested_indexes,child_table,Recorder Suggested Index,frappe/Core
frappe,Core,Report,ref_doctype,link,DocType,frappe/Core
frappe,Core,Report,module,link,Module Def,frappe/Core
frappe,Core,Report,default_print_format,link,Print Format,frappe/Printing
frappe,Core,Report,default_letter_head,link,Letter Head,frappe/Printing
frappe,Core,Report,roles,child_table,Has Role,frappe/Core
frappe,Core,Report,filters,child_table,Report Filter,frappe/Core
frappe,Core,Report,columns,child_table,Report Column,frappe/Core
frappe,Core,Report,doctype_to_sync,child_table,Doctype To Sync,frappe/Core
frappe,Core,Role,restrict_to_domain,link,Domain,frappe/Core
frappe,Core,Role Permission for Page and Report,page,link,Page,frappe/Core
frappe,Core,Role Permission for Page and Report,report,link,Report,frappe/Core
frappe,Core,Role Permission for Page and Report,roles,child_table,Has Role,frappe/Core
frappe,Core,Role Profile,roles,child_table,Has Role,frappe/Core
frappe,Core,SMS Settings,parameters,child_table,SMS Parameter,frappe/Core
frappe,Core,Scheduled Job Log,scheduled_job_type,link,Scheduled Job Type,frappe/Core
frappe,Core,Scheduled Job Type,server_script,link,Server Script,frappe/Core
frappe,Core,Scheduled Job Type,scheduler_event,link,Scheduler Event,frappe/Core
frappe,Core,Scheduler Event,scheduled_against,link,DocType,frappe/Core
frappe,Core,Security Settings,public_contacts,child_table,Security Settings Contact,frappe/Core
frappe,Core,Security Settings,public_languages,multiselect,Security Settings Language,frappe/Core
frappe,Core,Security Settings Language,language,link,Language,frappe/Core
frappe,Core,Server Script,reference_doctype,link,DocType,frappe/Core
frappe,Core,Server Script,module,link,Module Def,frappe/Core
frappe,Core,Session Default,ref_doctype,link,DocType,frappe/Core
frappe,Core,Session Default Settings,session_defaults,child_table,Session Default,frappe/Core
frappe,Core,Submission Queue,job_id,link,RQ Job,frappe/Core
frappe,Core,Submission Queue,ref_doctype,link,DocType,frappe/Core
frappe,Core,Submission Queue,ref_docname,dynamic_link,<ref_doctype>,polymorphic
frappe,Core,Success Action,ref_doctype,link,DocType,frappe/Core
frappe,Core,System Settings,country,link,Country,frappe/Geo
frappe,Core,System Settings,language,link,Language,frappe/Core
frappe,Core,System Settings,welcome_email_template,link,Email Template,frappe/Email
frappe,Core,System Settings,reset_password_template,link,Email Template,frappe/Email
frappe,Core,System Settings,currency,link,Currency,frappe/Geo
frappe,Core,Translation,language,link,Language,frappe/Core
frappe,Core,User,language,link,Language,frappe/Core
frappe,Core,User,role_profile_name,link,Role Profile,frappe/Core
frappe,Core,User,gender,link,Gender,frappe/Contacts
frappe,Core,User,user_type,link,User Type,frappe/Core
frappe,Core,User,module_profile,link,Module Profile,frappe/Core
frappe,Core,User,default_workspace,link,Workspace,frappe/Desk
frappe,Core,User,roles,child_table,Has Role,frappe/Core
frappe,Core,User,user_emails,child_table,User Email,frappe/Core
frappe,Core,User,block_modules,child_table,Block Module,frappe/Core
frappe,Core,User,defaults,child_table,DefaultValue,frappe/Core
frappe,Core,User,social_logins,child_table,User Social Login,frappe/Core
frappe,Core,User,role_profiles,multiselect,User Role Profile,frappe/Core
frappe,Core,User,active_sessions,child_table,User Session Display,frappe/Core
frappe,Core,User,workspaces,child_table,User Workspaces,frappe/Core
frappe,Core,User Document Type,document_type,link,DocType,frappe/Core
frappe,Core,User Email,email_account,link,Email Account,frappe/Email
frappe,Core,User Group,user_group_members,multiselect,User Group Member,frappe/Core
frappe,Core,User Group Member,user,link,User,frappe/Core
frappe,Core,User Invitation,invited_by,link,User,frappe/Core
frappe,Core,User Invitation,user,link,User,frappe/Core
frappe,Core,User Invitation,roles,multiselect,User Role,frappe/Core
frappe,Core,User Permission,user,link,User,frappe/Core
frappe,Core,User Permission,allow,link,DocType,frappe/Core
frappe,Core,User Permission,applicable_for,link,DocType,frappe/Core
frappe,Core,User Permission,for_value,dynamic_link,<allow>,polymorphic
frappe,Core,User Role,role,link,Role,frappe/Core
frappe,Core,User Role Profile,role_profile,link,Role Profile,frappe/Core
frappe,Core,User Select Document Type,document_type,link,DocType,frappe/Core
frappe,Core,User Type,role,link,Role,frappe/Core
frappe,Core,User Type,apply_user_permission_on,link,DocType,frappe/Core
frappe,Core,User Type,user_doctypes,child_table,User Document Type,frappe/Core
frappe,Core,User Type,select_doctypes,child_table,User Select Document Type,frappe/Core
frappe,Core,User Type,user_type_modules,child_table,User Type Module,frappe/Core
frappe,Core,User Type,custom_select_doctypes,child_table,User Select Document Type,frappe/Core
frappe,Core,User Type Module,module,link,Module Def,frappe/Core
frappe,Core,User Workspaces,workspace,link,Workspace,frappe/Desk
frappe,Core,Version,ref_doctype,link,DocType,frappe/Core
frappe,Core,View Log,reference_doctype,link,DocType,frappe/Core
frappe,Core,View Log,reference_name,dynamic_link,<reference_doctype>,polymorphic
frappe,Custom,Client Script,dt,link,DocType,frappe/Core
frappe,Custom,Client Script,module,link,Module Def,frappe/Core
frappe,Custom,Custom Field,dt,link,DocType,frappe/Core
frappe,Custom,Custom Field,module,link,Module Def,frappe/Core
frappe,Custom,Customize Form,doc_type,link,DocType,frappe/Core
frappe,Custom,Customize Form,default_print_format,link,Print Format,frappe/Printing
frappe,Custom,Customize Form,default_email_template,link,Email Template,frappe/Email
frappe,Custom,Customize Form,fields,child_table,Customize Form Field,frappe/Custom
frappe,Custom,Customize Form,links,child_table,DocType Link,frappe/Core
frappe,Custom,Customize Form,actions,child_table,DocType Action,frappe/Core
frappe,Custom,Customize Form,states,child_table,DocType State,frappe/Core
frappe,Custom,Property Setter,doc_type,link,DocType,frappe/Core
frappe,Custom,Property Setter,module,link,Module Def,frappe/Core
frappe,Desk,Bulk Update,document_type,link,DocType,frappe/Core
frappe,Desk,Calendar View,reference_doctype,link,DocType,frappe/Core
frappe,Desk,Custom HTML Block,roles,child_table,Has Role,frappe/Core
frappe,Desk,Dashboard,module,link,Module Def,frappe/Core
frappe,Desk,Dashboard,charts,child_table,Dashboard Chart Link,frappe/Desk
frappe,Desk,Dashboard,cards,child_table,Number Card Link,frappe/Desk
frappe,Desk,Dashboard Chart,source,link,Dashboard Chart Source,frappe/Desk
frappe,Desk,Dashboard Chart,document_type,link,DocType,frappe/Core
frappe,Desk,Dashboard Chart,report_name,link,Report,frappe/Core
frappe,Desk,Dashboard Chart,module,link,Module Def,frappe/Core
frappe,Desk,Dashboard Chart,parent_document_type,link,DocType,frappe/Core
frappe,Desk,Dashboard Chart,currency,link,Currency,frappe/Geo
frappe,Desk,Dashboard Chart,y_axis,child_table,Dashboard Chart Field,frappe/Desk
frappe,Desk,Dashboard Chart,roles,child_table,Has Role,frappe/Core
frappe,Desk,Dashboard Chart Link,chart,link,Dashboard Chart,frappe/Desk
frappe,Desk,Dashboard Chart Source,module,link,Module Def,frappe/Core
frappe,Desk,Dashboard Settings,user,link,User,frappe/Core
frappe,Desk,Desktop Icon,parent_icon,link,Desktop Icon,frappe/Desk
frappe,Desk,Desktop Icon,sidebar,link,Workspace Sidebar,frappe/Desk
frappe,Desk,Desktop Icon,roles,child_table,Has Role,frappe/Core
frappe,Desk,Desktop Icon,link_to,dynamic_link,<link_type>,polymorphic
frappe,Desk,Desktop Layout,user,link,User,frappe/Core
frappe,Desk,Document Template,reference_doctype,link,DocType,frappe/Core
frappe,Desk,Event,google_calendar,link,Google Calendar,frappe/Integrations
frappe,Desk,Event,reference_doctype,link,DocType,frappe/Core
frappe,Desk,Event,event_participants,child_table,Event Participants,frappe/Desk
frappe,Desk,Event,links,child_table,Dynamic Link,frappe/Core
frappe,Desk,Event,notifications,child_table,Event Notifications,frappe/Desk
frappe,Desk,Event,reference_docname,dynamic_link,<reference_doctype>,polymorphic
frappe,Desk,Event Participants,reference_doctype,link,DocType,frappe/Core
frappe,Desk,Event Participants,reference_docname,dynamic_link,<reference_doctype>,polymorphic
frappe,Desk,Form Tour,reference_doctype,link,DocType,frappe/Core
frappe,Desk,Form Tour,module,link,Module Def,frappe/Core
frappe,Desk,Form Tour,dashboard_name,link,Dashboard,frappe/Desk
frappe,Desk,Form Tour,workspace_name,link,Workspace,frappe/Desk
frappe,Desk,Form Tour,page_name,link,Page,frappe/Core
frappe,Desk,Form Tour,report_name,link,Report,frappe/Core
frappe,Desk,Form Tour,steps,child_table,Form Tour Step,frappe/Desk
frappe,Desk,Form Tour Step,next_form_tour,link,Form Tour,frappe/Desk
frappe,Desk,Global Search DocType,document_type,link,DocType,frappe/Core
frappe,Desk,Global Search Settings,allowed_in_global_search,child_table,Global Search DocType,frappe/Desk
frappe,Desk,Kanban Board,reference_doctype,link,DocType,frappe/Core
frappe,Desk,Kanban Board,columns,child_table,Kanban Board Column,frappe/Desk
frappe,Desk,List Filter,reference_doctype,link,DocType,frappe/Core
frappe,Desk,List Filter,for_user,link,User,frappe/Core
frappe,Desk,Module Onboarding,module,link,Module Def,frappe/Core
frappe,Desk,Module Onboarding,steps,child_table,Onboarding Step Map,frappe/Desk
frappe,Desk,Module Onboarding,allow_roles,multiselect,Onboarding Permission,frappe/Desk
frappe,Desk,Note,seen_by,child_table,Note Seen By,frappe/Desk
frappe,Desk,Note Seen By,user,link,User,frappe/Core
frappe,Desk,Notification Log,type,link,Notification Type,frappe/Desk
frappe,Desk,Notification Log,document_type,link,DocType,frappe/Core
frappe,Desk,Notification Log,for_user,link,User,frappe/Core
frappe,Desk,Notification Log,from_user,link,User,frappe/Core
frappe,Desk,Notification Settings,user,link,User,frappe/Core
frappe,Desk,Notification Settings,subscribed_documents,multiselect,Notification Subscribed Document,frappe/Desk
frappe,Desk,Notification Settings,email_notification_types,multiselect,Notification Type Preference,frappe/Desk
frappe,Desk,Notification Subscribed Document,document,link,DocType,frappe/Core
frappe,Desk,Notification Type Preference,notification_type,link,Notification Type,frappe/Desk
frappe,Desk,Number Card,document_type,link,DocType,frappe/Core
frappe,Desk,Number Card,module,link,Module Def,frappe/Core
frappe,Desk,Number Card,report_name,link,Report,frappe/Core
frappe,Desk,Number Card,parent_document_type,link,DocType,frappe/Core
frappe,Desk,Number Card,currency,link,Currency,frappe/Geo
frappe,Desk,Number Card Link,card,link,Number Card,frappe/Desk
frappe,Desk,Onboarding Permission,role,link,Role,frappe/Core
frappe,Desk,Onboarding Step,reference_document,link,DocType,frappe/Core
frappe,Desk,Onboarding Step,reference_report,link,Report,frappe/Core
frappe,Desk,Onboarding Step,form_tour,link,Form Tour,frappe/Desk
frappe,Desk,Onboarding Step Map,step,link,Onboarding Step,frappe/Desk
frappe,Desk,Route History,user,link,User,frappe/Core
frappe,Desk,System Health Report,oldest_unscheduled_job,link,Scheduled Job Type,frappe/Core
frappe,Desk,System Health Report,background_workers,child_table,System Health Report Workers,frappe/Desk
frappe,Desk,System Health Report,queue_status,child_table,System Health Report Queue,frappe/Desk
frappe,Desk,System Health Report,top_errors,child_table,System Health Report Errors,frappe/Desk
frappe,Desk,System Health Report,top_db_tables,child_table,System Health Report Tables,frappe/Desk
frappe,Desk,System Health Report,failing_scheduled_jobs,child_table,System Health Report Failing Jobs,frappe/Desk
frappe,Desk,System Health Report Failing Jobs,scheduled_job_type,link,Scheduled Job Type,frappe/Core
frappe,Desk,Tag Link,tag,link,Tag,frappe/Desk
frappe,Desk,Tag Link,document_type,link,DocType,frappe/Core
frappe,Desk,Tag Link,document_name,dynamic_link,<document_type>,polymorphic
frappe,Desk,ToDo,reference_type,link,DocType,frappe/Core
frappe,Desk,ToDo,role,link,Role,frappe/Core
frappe,Desk,ToDo,assigned_by,link,User,frappe/Core
frappe,Desk,ToDo,assignment_rule,link,Assignment Rule,frappe/Automation
frappe,Desk,ToDo,allocated_to,link,User,frappe/Core
frappe,Desk,ToDo,reference_name,dynamic_link,<reference_type>,polymorphic
frappe,Desk,Workspace,restrict_to_domain,link,Domain,frappe/Core
frappe,Desk,Workspace,module,link,Module Def,frappe/Core
frappe,Desk,Workspace,parent_page,link,Workspace,frappe/Desk
frappe,Desk,Workspace,module_onboarding,link,Module Onboarding,frappe/Desk
frappe,Desk,Workspace,charts,child_table,Workspace Chart,frappe/Desk
frappe,Desk,Workspace,shortcuts,child_table,Workspace Shortcut,frappe/Desk
frappe,Desk,Workspace,links,child_table,Workspace Link,frappe/Desk
frappe,Desk,Workspace,roles,child_table,Has Role,frappe/Core
frappe,Desk,Workspace,quick_lists,child_table,Workspace Quick List,frappe/Desk
frappe,Desk,Workspace,number_cards,child_table,Workspace Number Card,frappe/Desk
frappe,Desk,Workspace,custom_blocks,child_table,Workspace Custom Block,frappe/Desk
frappe,Desk,Workspace,sidebar_items,child_table,Workspace Sidebar Item,frappe/Desk
frappe,Desk,Workspace,link_to,dynamic_link,<link_type>,polymorphic
frappe,Desk,Workspace Chart,chart_name,link,Dashboard Chart,frappe/Desk
frappe,Desk,Workspace Custom Block,custom_block_name,link,Custom HTML Block,frappe/Desk
frappe,Desk,Workspace Customization,workspace,link,Workspace,frappe/Desk
frappe,Desk,Workspace Customization,added_roles,child_table,Has Role,frappe/Core
frappe,Desk,Workspace Customization,removed_roles,child_table,Has Role,frappe/Core
frappe,Desk,Workspace Link,doctype_layout,link,DocType Layout,frappe/Core
frappe,Desk,Workspace Link,only_for,link,Country,frappe/Geo
frappe,Desk,Workspace Link,report_ref_doctype,link,DocType,frappe/Core
frappe,Desk,Workspace Link,link_to,dynamic_link,<link_type>,polymorphic
frappe,Desk,Workspace Number Card,number_card_name,link,Number Card,frappe/Desk
frappe,Desk,Workspace Quick List,document_type,link,DocType,frappe/Core
frappe,Desk,Workspace Shortcut,restrict_to_domain,link,Domain,frappe/Core
frappe,Desk,Workspace Shortcut,kanban_board,link,Kanban Board,frappe/Desk
frappe,Desk,Workspace Shortcut,report_ref_doctype,link,DocType,frappe/Core
frappe,Desk,Workspace Shortcut,link_to,dynamic_link,<type>,polymorphic
frappe,Desk,Workspace Sidebar,for_user,link,User,frappe/Core
frappe,Desk,Workspace Sidebar,module_onboarding,link,Module Onboarding,frappe/Desk
frappe,Desk,Workspace Sidebar,items,child_table,Workspace Sidebar Item,frappe/Desk
frappe,Desk,Workspace Sidebar Item,link_to,dynamic_link,<link_type>,polymorphic
frappe,Email,Auto Email Report,report,link,Report,frappe/Core
frappe,Email,Auto Email Report,user,link,User,frappe/Core
frappe,Email,Auto Email Report,sender,link,Email Account,frappe/Email
frappe,Email,Document Follow,ref_doctype,link,DocType,frappe/Core
frappe,Email,Document Follow,user,link,User,frappe/Core
frappe,Email,Document Follow,ref_docname,dynamic_link,<ref_doctype>,polymorphic
frappe,Email,Email Account,domain,link,Email Domain,frappe/Email
frappe,Email,Email Account,append_to,link,DocType,frappe/Core
frappe,Email,Email Account,connected_app,link,Connected App,frappe/Integrations
frappe,Email,Email Account,connected_user,link,User,frappe/Core
frappe,Email,Email Account,imap_folder,child_table,IMAP Folder,frappe/Email
frappe,Email,Email Account,reply_to_addresses,child_table,Reply To Address,frappe/Email
frappe,Email,Email Group,confirmation_email_template,link,Email Template,frappe/Email
frappe,Email,Email Group,welcome_email_template,link,Email Template,frappe/Email
frappe,Email,Email Group Member,email_group,link,Email Group,frappe/Email
frappe,Email,Email Queue,reference_doctype,link,DocType,frappe/Core
frappe,Email,Email Queue,communication,link,Communication,frappe/Core
frappe,Email,Email Queue,email_account,link,Email Account,frappe/Email
frappe,Email,Email Queue,recipients,child_table,Email Queue Recipient,frappe/Email
frappe,Email,Email Template,reference_doctype,link,DocType,frappe/Core
frappe,Email,Email Unsubscribe,reference_doctype,link,DocType,frappe/Core
frappe,Email,Email Unsubscribe,reference_name,dynamic_link,<reference_doctype>,polymorphic
frappe,Email,IMAP Folder,append_to,link,DocType,frappe/Core
frappe,Email,Notification,slack_webhook_url,link,Slack Webhook URL,frappe/Integrations
frappe,Email,Notification,document_type,link,DocType,frappe/Core
frappe,Email,Notification,module,link,Module Def,frappe/Core
frappe,Email,Notification,sender,link,Email Account,frappe/Email
frappe,Email,Notification,print_format,link,Print Format,frappe/Printing
frappe,Email,Notification,notification_type,link,Notification Type,frappe/Desk
frappe,Email,Notification,recipients,child_table,Notification Recipient,frappe/Email
frappe,Email,Notification Recipient,receiver_by_role,link,Role,frappe/Core
frappe,Email,Unhandled Email,email_account,link,Email Account,frappe/Email
frappe,Integrations,Connected App,scopes,child_table,OAuth Scope,frappe/Integrations
frappe,Integrations,Connected App,query_parameters,child_table,Query Parameters,frappe/Integrations
frappe,Integrations,Google Calendar,user,link,User,frappe/Core
frappe,Integrations,Integration Request,reference_doctype,link,DocType,frappe/Core
frappe,Integrations,Integration Request,reference_docname,dynamic_link,<reference_doctype>,polymorphic
frappe,Integrations,LDAP Group Mapping,erpnext_role,link,Role,frappe/Core
frappe,Integrations,LDAP Settings,default_role,link,Role,frappe/Core
frappe,Integrations,LDAP Settings,default_user_type,link,User Type,frappe/Core
frappe,Integrations,LDAP Settings,ldap_groups,child_table,LDAP Group Mapping,frappe/Integrations
frappe,Integrations,OAuth Authorization Code,client,link,OAuth Client,frappe/Integrations
frappe,Integrations,OAuth Authorization Code,user,link,User,frappe/Core
frappe,Integrations,OAuth Bearer Token,client,link,OAuth Client,frappe/Integrations
frappe,Integrations,OAuth Bearer Token,user,link,User,frappe/Core
frappe,Integrations,OAuth Client,user,link,User,frappe/Core
frappe,Integrations,OAuth Client,allowed_roles,multiselect,OAuth Client Role,frappe/Integrations
frappe,Integrations,OAuth Client Role,role,link,Role,frappe/Core
frappe,Integrations,Token Cache,user,link,User,frappe/Core
frappe,Integrations,Token Cache,connected_app,link,Connected App,frappe/Integrations
frappe,Integrations,Token Cache,scopes,child_table,OAuth Scope,frappe/Integrations
frappe,Integrations,Webhook,webhook_doctype,link,DocType,frappe/Core
frappe,Integrations,Webhook,webhook_headers,child_table,Webhook Header,frappe/Integrations
frappe,Integrations,Webhook,webhook_data,child_table,Webhook Data,frappe/Integrations
frappe,Integrations,Webhook Request Log,user,link,User,frappe/Core
frappe,Integrations,Webhook Request Log,webhook,link,Webhook,frappe/Integrations
frappe,Printing,Letter Head,module,link,Module Def,frappe/Core
frappe,Printing,Print Format,doc_type,link,DocType,frappe/Core
frappe,Printing,Print Format,module,link,Module Def,frappe/Core
frappe,Printing,Print Format,default_print_language,link,Language,frappe/Core
frappe,Printing,Print Format,report,link,Report,frappe/Core
frappe,Printing,Print Format Field Template,document_type,link,DocType,frappe/Core
frappe,Printing,Print Format Field Template,module,link,Module Def,frappe/Core
frappe,Printing,Print Format Snippet,document_type,link,DocType,frappe/Core
frappe,Printing,Print Format Snippet,module,link,Module Def,frappe/Core
frappe,Printing,Print Settings,print_style,link,Print Style,frappe/Printing
frappe,Website,About Us Settings,company_history,child_table,Company History,frappe/Website
frappe,Website,About Us Settings,team_members,child_table,About Us Team Member,frappe/Website
frappe,Website,Discussion Reply,topic,link,Discussion Topic,frappe/Website
frappe,Website,Discussion Topic,reference_doctype,link,DocType,frappe/Core
frappe,Website,Discussion Topic,reference_docname,dynamic_link,<reference_doctype>,polymorphic
frappe,Website,Help Article,category,link,Help Category,frappe/Website
frappe,Website,Personal Data Deletion Request,deletion_steps,child_table,Personal Data Deletion Step,frappe/Website
frappe,Website,Personal Data Download Request,user,link,User,frappe/Core
frappe,Website,Personal Data Download Request,amended_from,link,Personal Data Download Request,frappe/Website
frappe,Website,Portal Menu Item,reference_doctype,link,DocType,frappe/Core
frappe,Website,Portal Menu Item,role,link,Role,frappe/Core
frappe,Website,Portal Settings,default_role,link,Role,frappe/Core
frappe,Website,Portal Settings,menu,child_table,Portal Menu Item,frappe/Website
frappe,Website,Portal Settings,custom_menu,child_table,Portal Menu Item,frappe/Website
frappe,Website,Web Form,doc_type,link,DocType,frappe/Core
frappe,Website,Web Form,module,link,Module Def,frappe/Core
frappe,Website,Web Form,print_format,link,Print Format,frappe/Printing
frappe,Website,Web Form,website_sidebar,link,Website Sidebar,frappe/Website
frappe,Website,Web Form,web_form_fields,child_table,Web Form Field,frappe/Website
frappe,Website,Web Form,list_columns,child_table,Web Form List Column,frappe/Website
frappe,Website,Web Form Request,web_form,link,Web Form,frappe/Website
frappe,Website,Web Form Request,references,child_table,Dynamic Link,frappe/Core
frappe,Website,Web Page,slideshow,link,Website Slideshow,frappe/Website
frappe,Website,Web Page,website_sidebar,link,Website Sidebar,frappe/Website
frappe,Website,Web Page,module,link,Module Def,frappe/Core
frappe,Website,Web Page,page_blocks,child_table,Web Page Block,frappe/Website
frappe,Website,Web Page Block,web_template,link,Web Template,frappe/Website
frappe,Website,Web Template,module,link,Module Def,frappe/Core
frappe,Website,Web Template,fields,child_table,Web Template Field,frappe/Website
frappe,Website,Website Route Meta,meta_tags,child_table,Website Meta Tag,frappe/Website
frappe,Website,Website Settings,website_theme,link,Website Theme,frappe/Website
frappe,Website,Website Settings,navbar_template,link,Web Template,frappe/Website
frappe,Website,Website Settings,footer_template,link,Web Template,frappe/Website
frappe,Website,Website Settings,top_bar_items,child_table,Top Bar Item,frappe/Website
frappe,Website,Website Settings,footer_items,child_table,Top Bar Item,frappe/Website
frappe,Website,Website Settings,route_redirects,child_table,Website Route Redirect,frappe/Website
frappe,Website,Website Sidebar,sidebar_items,child_table,Website Sidebar Item,frappe/Website
frappe,Website,Website Slideshow,slideshow_items,child_table,Website Slideshow Item,frappe/Website
frappe,Website,Website Theme,module,link,Module Def,frappe/Core
frappe,Website,Website Theme,primary_color,link,Color,frappe/Website
frappe,Website,Website Theme,text_color,link,Color,frappe/Website
frappe,Website,Website Theme,dark_color,link,Color,frappe/Website
frappe,Website,Website Theme,background_color,link,Color,frappe/Website
frappe,Website,Website Theme,light_color,link,Color,frappe/Website
frappe,Website,Website Theme,ignored_apps,child_table,Website Theme Ignore App,frappe/Website
frappe,Workflow,Workflow,document_type,link,DocType,frappe/Core
frappe,Workflow,Workflow,states,child_table,Workflow Document State,frappe/Workflow
frappe,Workflow,Workflow,transitions,child_table,Workflow Transition,frappe/Workflow
frappe,Workflow,Workflow Action,reference_doctype,link,DocType,frappe/Core
frappe,Workflow,Workflow Action,user,link,User,frappe/Core
